event_type,start,end
flying_passive,20190514 03:19:41.504,20190514 03:19:53.433
unknown,20190514 03:24:09.503,20190514 03:24:14.678
unknown,20190514 03:26:18.750,20190514 03:27:14.277
unknown,20190514 03:32:01.558,20190514 03:32:41.096
bathing,20190514 03:34:20.989,20190514 03:34:41.693
flying_active,20190514 03:42:43.549,20190514 03:43:36.451
flying_active,20190514 03:46:23.559,20190514 03:46:42.320
flying_active,20190514 04:02:40.724,20190514 04:03:26.366
flying_passive,20190514 04:02:30.514,20190514 04:02:33.355
flying_active,20190514 04:04:34.551,20190514 04:05:30.380
ground_stationary,20190514 04:09:00.258,20190514 04:09:24.946
flying_active,20190514 04:09:24.956,20190514 04:09:32.388
flying_active,20190514 04:16:36.339,20190514 04:17:00.299
flying_passive,20190514 04:28:00.427,20190514 04:28:17.364
flying_active,20190514 04:30:43.529,20190514 04:30:59.730
flying_active,20190514 04:34:17.043,20190514 04:34:22.287
flying_passive,20190514 04:33:56.525,20190514 04:34:11.644
flying_active,20190515 00:20:06.507,20190515 00:20:43.271
flying_passive,20190515 00:20:43.275,20190515 00:21:01.691
bathing,20190515 00:27:45.973,20190515 00:27:51.861
flying_active,20190514 04:17:14.500,20190514 04:17:16.820
unknown,20190514 04:19:17.687,20190514 04:20:13.552
bathing,20190514 04:24:19.155,20190514 04:24:45.832
flying_active,20190514 04:25:02.100,20190514 04:25:08.374
flying_active,20190514 04:27:06.589,20190514 04:27:25.455
flying_passive,20190514 04:27:33.525,20190514 04:27:43.106
ground_stationary,20190514 04:27:43.111,20190514 04:27:59.712
flying_active,20190514 04:54:56.507,20190514 04:55:21.464
flying_active,20190514 05:35:23.550,20190514 05:35:41.378
ground_stationary,20190514 05:35:43.921,20190514 05:36:05.228
flying_active,20190514 05:39:26.856,20190514 05:39:37.055
flying_passive,20190514 05:39:16.527,20190514 05:39:17.995
flying_passive,20190514 05:39:37.066,20190514 05:39:50.320
flying_active,20190514 05:40:07.036,20190514 05:40:12.243
flying_active,20190514 05:42:19.418,20190514 05:42:23.753
flying_active,20190514 05:42:48.080,20190514 05:43:11.230
flying_active,20190514 20:02:50.710,20190514 20:03:36.328
flying_active,20190514 20:02:40.524,20190514 20:02:47.311
bathing,20190514 20:06:11.957,20190514 20:06:24.657
bathing,20190514 20:08:19.671,20190514 20:08:25.870
flying_passive,20190514 20:29:21.800,20190514 20:29:28.118
ground_stationary,20190514 20:29:28.128,20190514 20:30:14.388
flying_active,20190514 20:48:15.251,20190514 20:48:21.507
flying_active,20190514 20:50:54.647,20190514 20:51:50.236
flying_active,20190514 21:05:38.514,20190514 21:06:12.250
flying_active,20190514 21:06:13.647,20190514 21:06:34.366
flying_active,20190514 21:08:40.703,20190514 21:09:32.293
flying_active,20190514 21:11:01.014,20190514 21:11:16.155
flying_active,20190514 21:11:22.409,20190514 21:11:25.841
foraging_poss,20190514 21:11:17.096,20190514 21:11:20.491
foraging_poss,20190514 21:11:43.894,20190514 21:11:48.460
flying_active,20190514 21:47:01.525,20190514 21:47:57.346
flying_active,20190514 21:52:23.501,20190514 21:53:07.353
flying_active,20190514 21:59:18.922,20190514 22:00:04.368
flying_active,20190514 22:01:51.500,20190514 22:02:47.235
flying_active,20190514 22:06:07.972,20190514 22:06:28.200
unknown,20190514 22:05:52.514,20190514 22:05:53.321
flying_active,20190514 22:05:53.324,20190514 22:05:57.487
flying_active,20190514 22:08:29.507,20190514 22:09:25.314
flying_active,20190514 22:10:35.770,20190514 22:10:48.907
flying_passive,20190514 22:11:15.590,20190514 22:11:18.973
flying_active,20190514 22:11:18.981,20190514 22:11:26.294
foraging_poss,20190514 22:12:42.267,20190514 22:12:45.685
flying_active,20190514 22:12:45.692,20190514 22:13:33.342
flying_active,20190514 22:25:43.675,20190514 22:26:39.604
flying_active,20190514 22:35:37.797,20190514 22:36:33.304
ground_stationary,20190514 22:37:49.743,20190514 22:38:45.528
ground_stationary,20190514 22:46:41.896,20190514 22:47:25.259
ground_stationary,20190514 22:46:29.752,20190514 22:46:39.554
flying_active,20190514 23:14:31.504,20190514 23:14:57.621
ground_stationary,20190514 23:15:03.319,20190514 23:15:23.109
flying_active,20190514 23:15:23.117,20190514 23:15:27.302
flying_passive,20190514 23:14:57.632,20190514 23:15:03.310
ground_stationary,20190514 23:20:41.604,20190514 23:21:37.205
flying_passive,20190514 23:24:43.633,20190514 23:24:50.161
flying_active,20190514 23:24:50.174,20190514 23:24:52.221
flying_passive,20190514 23:24:52.236,20190514 23:25:11.935
ground_stationary,20190514 23:25:36.931,20190514 23:25:39.343
stationary,20190514 23:27:41.548,20190514 23:28:19.538
unknown,20190514 23:38:20.517,20190514 23:38:29.750
ground_stationary,20190514 23:40:32.532,20190514 23:40:40.817
ground_stationary,20190514 23:40:42.776,20190514 23:41:28.291
ground_stationary,20190515 01:44:43.558,20190515 01:45:39.242
flying_active,20190515 02:10:22.517,20190515 02:11:18.674
flying_active,20190515 02:14:06.360,20190515 02:15:01.304
flying_active,20190515 02:25:48.502,20190515 02:26:44.299
flying_active,20190515 02:31:25.519,20190515 02:32:21.190
flying_active,20190515 02:33:55.468,20190515 02:34:37.356
flying_active,20190515 02:36:06.515,20190515 02:37:02.302
flying_active,20190515 02:40:56.527,20190515 02:41:52.294
bathing,20190515 03:37:17.552,20190515 03:37:22.044
bathing,20190515 03:41:37.970,20190515 03:41:43.758
ground_stationary,20190515 03:44:29.806,20190515 03:44:44.702
flying_passive,20190515 03:48:55.501,20190515 03:49:10.419
flying_active,20190515 03:49:10.421,20190515 03:49:23.429
ground_stationary,20190515 03:49:34.228,20190515 03:49:51.222
flying_active,20190515 03:51:51.231,20190515 03:52:35.365
flying_passive,20190515 03:51:42.499,20190515 03:51:51.221
flying_active,20190515 04:04:32.503,20190515 04:04:39.755
flying_active,20190515 04:08:22.587,20190515 04:08:42.859
flying_passive,20190515 04:08:42.877,20190515 04:09:03.844
flying_passive,20190515 04:09:07.737,20190515 04:09:18.257
flying_active,20190515 04:12:19.436,20190515 04:12:31.405
flying_active,20190515 04:18:59.944,20190515 04:19:39.400
ground_stationary,20190515 04:22:31.010,20190515 04:23:19.527
flying_passive,20190515 04:35:59.505,20190515 04:36:55.292
flying_active,20190516 03:31:17.013,20190516 03:31:57.860
flying_active,20190516 03:38:09.885,20190516 03:38:21.235
ground_stationary,20190516 03:43:29.499,20190516 03:44:19.848
flying_active,20190516 03:44:19.860,20190516 03:44:24.645
flying_passive,20190516 03:46:55.545,20190516 03:47:11.117
ground_stationary,20190516 03:47:16.620,20190516 03:47:48.620
flying_active,20190516 03:54:43.315,20190516 03:55:29.429
flying_active,20190516 03:58:49.245,20190516 03:59:38.391
flying_active,20190516 04:05:25.524,20190516 04:06:15.142
flying_passive,20190516 04:23:44.443,20190516 04:23:49.036
flying_active,20190516 04:23:31.521,20190516 04:23:44.424
ground_stationary,20190516 04:23:54.438,20190516 04:24:27.372
ground_stationary,20190516 04:30:12.633,20190516 04:31:08.307
flying_active,20190516 04:35:32.793,20190516 04:36:13.367
flying_active,20190516 04:50:01.834,20190516 04:50:51.413
flying_active,20190516 04:52:38.501,20190516 04:53:34.372
flying_active,20190516 04:55:17.487,20190516 04:56:13.382
foraging_poss,20190516 05:26:39.622,20190516 05:26:51.416
flying_active,20190516 05:27:05.164,20190516 05:27:32.412
flying_active,20190516 05:33:01.532,20190516 05:33:34.224
flying_passive,20190516 05:33:34.236,20190516 05:33:41.463
foraging,20190516 05:33:41.475,20190516 05:33:57.288
foraging_poss,20190516 05:36:44.828,20190516 05:36:49.033
flying_active,20190516 05:36:58.376,20190516 05:37:02.393
flying_passive,20190516 05:37:02.393,20190516 05:37:04.553
flying_active,20190516 05:39:19.004,20190516 05:39:26.629
flying_active,20190516 05:39:36.479,20190516 05:39:57.294
foraging_poss,20190516 05:39:01.512,20190516 05:39:11.525
foraging_poss,20190516 05:39:26.638,20190516 05:39:36.471
flying_active,20190516 05:48:29.086,20190516 05:48:35.943
flying_active,20190516 05:48:45.063,20190516 05:48:49.222
flying_active,20190516 05:52:24.548,20190516 05:52:28.598
flying_passive,20190516 05:52:28.606,20190516 05:52:35.878
flying_active,20190516 05:52:35.887,20190516 05:52:39.307
flying_passive,20190516 05:52:39.314,20190516 05:53:17.107
unknown,20190516 06:07:46.505,20190516 06:08:08.604
stationary,20190516 06:08:21.487,20190516 06:08:42.308
ground_active,20190516 06:10:07.766,20190516 06:10:11.420
ground_stationary,20190516 06:10:18.812,20190516 06:11:02.396
flying_active,20190516 06:17:24.516,20190516 06:18:13.559
flying_passive,20190516 06:18:13.581,20190516 06:18:20.399
flying_active,20190516 06:28:36.674,20190516 06:29:32.529
unknown,20190516 06:38:22.677,20190516 06:39:18.379
flying_active,20190516 06:42:27.980,20190516 06:42:30.156
ground_stationary,20190511 07:48:08.853,20190511 07:48:57.687
ground_stationary,20190511 07:33:11.297,20190511 07:33:59.153
ground_stationary,20190511 07:18:08.613,20190511 07:19:00.376
ground_active,20190511 08:03:10.073,20190511 08:03:59.883
bathing,20190511 08:18:10.560,20190511 08:19:01.346
ground_active,20190511 08:33:12.023,20190511 08:33:54.996
bathing,20190511 08:50:09.710,20190511 08:50:53.660
flying_active,20190511 19:47:09.720,20190511 19:48:02.712
ground_stationary,20190511 20:06:07.576,20190511 20:06:59.832
ground_stationary,20190511 20:27:09.816,20190511 20:28:00.600
ground_stationary,20190511 20:42:08.472,20190511 20:42:59.256
ground_stationary,20190511 20:57:09.336,20190511 20:58:01.592
ground_stationary,20190511 21:12:08.728,20190511 21:13:02.456
ground_active,20190511 21:27:06.648,20190511 21:27:57.432
flying_active,20190511 21:42:20.024,20190511 21:43:00.504
ground_stationary,20190511 21:42:09.720,20190511 21:42:14.872
ground_stationary,20190511 21:57:07.640,20190511 21:58:00.632
ground_stationary,20190511 22:16:09.176,20190511 22:17:02.904
ground_stationary,20190511 22:42:15.568,20190511 22:42:27.988
ground_active,20190511 22:42:29.230,20190511 22:42:46.204
ground_active,20190511 22:42:11.014,20190511 22:42:14.326
ground_stationary,20190511 22:42:47.860,20190511 22:42:50.344
ground_stationary,20190511 22:57:07.535,20190511 22:58:02.685
ground_stationary,20190511 23:13:08.218,20190511 23:14:02.866
ground_stationary,20190511 23:28:08.254,20190511 23:29:02.074
bathing,20190512 20:07:06.496,20190512 20:07:59.449
unknown,20190513 00:38:48.791,20190513 00:39:44.188
unknown,20190513 01:17:50.143,20190513 01:18:43.096
bathing,20190513 01:28:36.988,20190513 01:29:28.312
unknown,20190513 02:07:47.301,20190513 02:08:41.069
unknown,20190513 02:59:35.255,20190513 03:00:29.837
unknown,20190513 03:50:33.513,20190513 03:51:29.725
unknown,20190513 06:10:56.352,20190513 06:11:47.676
unknown,20190513 06:38:20.349,20190513 06:39:15.747
unknown,20190513 23:33:42.429,20190513 23:34:35.383
bathing,20190515 03:34:58.416,20190515 03:35:48.925
flying_active,20190515 04:32:16.309,20190515 04:33:14.151
flying_active,20190515 22:39:06.821,20190515 22:39:59.717
flying_active,20190515 23:39:54.441,20190515 23:40:47.337
bathing,20190516 02:38:37.636,20190516 02:39:29.797
flying_active,20190516 02:42:18.036,20190516 02:43:11.667
flying_active,20190512 20:48:58.514,20190512 20:49:01.268
flying_active,20190512 23:56:53.115,20190512 23:57:00.837
flying_active,20190512 23:56:30.872,20190512 23:56:40.707
unknown,20190513 21:04:40.520,20190513 21:04:51.373
flying_active,20190514 22:12:37.519,20190514 22:12:41.464
flying_active,20190516 06:08:08.609,20190516 06:08:11.699
unknown,20190516 06:08:11.708,20190516 06:08:21.483
unknown,20190510 20:46:05.848,20190510 20:46:09.352
flying_active,20190510 20:46:09.365,20190510 20:46:12.357
stationary,20190510 20:51:55.516,20190510 20:52:11.274
flying_active,20190510 20:55:38.497,20190510 20:55:41.548
unknown,20190510 20:55:41.556,20190510 20:55:42.466
foraging_poss,20190510 20:55:16.251,20190510 20:55:24.454
foraging_poss,20190510 20:55:27.518,20190510 20:55:34.263
stationary,20190510 20:55:34.273,20190510 20:55:38.488
stationary,20190510 20:55:24.469,20190510 20:55:27.506
stationary,20190510 20:55:12.903,20190510 20:55:16.237
stationary,20190510 20:55:03.525,20190510 20:55:04.633
ground_stationary,20190510 20:57:41.314,20190510 20:57:46.991
ground_stationary,20190510 20:57:48.714,20190510 20:58:27.372
unknown,20190510 20:57:39.775,20190510 20:57:41.308
unknown,20190510 20:57:46.993,20190510 20:57:48.711
ground_stationary,20190510 21:04:44.592,20190510 21:05:15.367
unknown,20190510 21:04:42.885,20190510 21:04:44.589
unknown,20190510 21:19:56.508,20190510 21:19:59.870
unknown,20190510 21:33:35.516,20190510 21:33:36.628
flying_active,20190510 21:40:37.178,20190510 21:40:38.271
flying_active,20190510 21:40:39.121,20190510 21:40:40.097
flying_passive,20190510 21:40:38.274,20190510 21:40:39.119
flying_passive,20190510 21:40:40.098,20190510 21:40:44.529
unknown,20190510 21:41:09.694,20190510 21:41:11.288
ground_stationary,20190510 21:41:11.292,20190510 21:41:15.299
unknown,20190510 22:31:46.164,20190510 22:31:51.545
ground_active,20190510 22:31:58.018,20190510 22:32:00.980
unknown,20190510 22:31:38.539,20190510 22:31:40.199
ground_stationary,20190510 22:32:24.773,20190510 22:32:34.360
unknown,20190510 22:32:19.791,20190510 22:32:24.765
flying_passive,20190510 23:02:03.460,20190510 23:02:05.641
unknown,20190510 23:02:05.653,20190510 23:02:07.279
ground_active,20190510 05:35:43.211,20190510 05:35:46.378
ground_active,20190510 05:35:27.748,20190510 05:35:39.305
ground_stationary,20190510 05:35:05.658,20190510 05:35:27.700
ground_stationary,20190510 05:35:39.317,20190510 05:35:43.184
ground_stationary,20190510 05:35:46.399,20190510 05:36:00.999
unknown,20190510 06:20:01.537,20190510 06:20:03.449
ground_active,20190510 06:24:54.554,20190510 06:25:04.612
ground_stationary,20190510 06:25:04.618,20190510 06:25:11.172
unknown,20190510 06:24:15.569,20190510 06:24:20.638
flying_passive,20190510 07:09:18.420,20190510 07:09:20.399
stationary,20190510 07:09:07.306,20190510 07:09:13.709
unknown,20190510 07:09:04.707,20190510 07:09:07.293
unknown,20190510 07:08:58.667,20190510 07:09:01.933
unknown,20190510 07:08:49.918,20190510 07:08:56.596
unknown,20190510 07:08:39.522,20190510 07:08:46.617
ground_active,20190510 07:11:17.512,20190510 07:11:20.696
unknown,20190510 07:11:20.699,20190510 07:11:22.509
unknown,20190510 07:11:59.430,20190510 07:12:01.283
ground_stationary,20190510 07:12:01.286,20190510 07:12:13.235
flying_active,20190510 07:14:56.087,20190510 07:14:57.455
flying_passive,20190510 07:14:53.529,20190510 07:14:56.085
flying_passive,20190510 07:14:57.457,20190510 07:15:20.496
flying_active,20190510 07:15:20.498,20190510 07:15:22.982
flying_passive,20190510 07:15:22.983,20190510 07:15:40.531
ground_stationary,20190510 07:15:40.532,20190510 07:15:45.900
flying_active,20190510 07:30:38.029,20190510 07:30:42.278
flying_passive,20190510 07:30:35.611,20190510 07:30:38.023
flying_passive,20190510 07:30:42.285,20190510 07:31:10.344
flying_active,20190510 07:31:10.357,20190510 07:31:14.168
flying_passive,20190510 07:31:14.180,20190510 07:31:17.901
flying_active,20190510 07:31:17.913,20190510 07:31:22.224
flying_passive,20190510 07:31:22.237,20190510 07:31:23.315
flying_active,20190510 07:33:25.422,20190510 07:33:32.248
flying_active,20190510 07:33:42.709,20190510 07:33:44.047
flying_passive,20190510 07:33:23.544,20190510 07:33:25.410
flying_passive,20190510 07:33:41.553,20190510 07:33:42.699
unknown,20190510 08:30:35.256,20190510 08:30:36.376
flying_active,20190510 08:37:34.477,20190510 08:37:36.621
flying_passive,20190510 08:37:33.340,20190510 08:37:34.474
flying_active,20190510 08:37:47.147,20190510 08:37:49.708
flying_passive,20190510 08:37:49.711,20190510 08:37:51.823
flying_active,20190510 08:37:54.915,20190510 08:37:56.168
flying_passive,20190510 08:37:53.969,20190510 08:37:54.912
unknown,20190510 08:38:03.830,20190510 08:38:07.641
unknown,20190510 08:41:22.652,20190510 08:41:26.737
flying_passive,20190510 08:41:11.290,20190510 08:41:22.645
unknown,20190510 08:57:53.847,20190510 08:57:54.232
ground_stationary,20190510 08:57:47.147,20190510 08:57:53.845
unknown,20190510 08:57:45.540,20190510 08:57:47.144
unknown,20190510 08:58:03.593,20190510 08:58:04.540
unknown,20190511 01:00:06.538,20190511 01:00:20.294
ground_active,20190511 01:08:24.195,20190511 01:08:26.342
ground_stationary,20190511 01:08:19.515,20190511 01:08:24.182
unknown,20190511 01:26:28.594,20190511 01:26:33.973
stationary,20190511 01:00:20.425,20190511 01:01:02.294
unknown,20190510 21:17:56.642,20190510 21:18:02.722
flying_active,20190510 21:18:03.792,20190510 21:18:12.963
flying_active,20190510 21:18:14.926,20190510 21:18:18.997
flying_active,20190510 21:18:22.474,20190510 21:18:26.822
flying_active,20190510 21:18:20.411,20190510 21:18:21.560
flying_active,20190510 21:18:34.667,20190510 21:18:41.731
unknown,20190510 21:18:41.741,20190510 21:18:44.444
flying_active,20190510 21:18:44.459,20190510 21:18:48.383
unknown,20190510 21:18:26.833,20190510 21:18:34.656
flying_passive,20190510 21:18:21.569,20190510 21:18:22.463
flying_passive,20190510 21:18:02.728,20190510 21:18:03.781
flying_passive,20190510 21:18:12.973,20190510 21:18:14.915
flying_passive,20190510 21:18:19.009,20190510 21:18:20.400
unknown,20190510 21:25:40.579,20190510 21:25:42.517
flying_active,20190510 21:25:42.521,20190510 21:25:51.392
flying_active,20190510 22:08:16.868,20190510 22:08:56.353
flying_active,20190510 22:25:10.983,20190510 22:25:28.360
flying_active,20190510 22:24:32.534,20190510 22:25:04.697
unknown,20190510 22:30:14.302,20190510 22:30:25.580
flying_active,20190510 22:29:56.114,20190510 22:30:14.256
flying_active,20190510 22:29:41.553,20190510 22:29:52.599
flying_active,20190510 22:30:25.607,20190510 22:30:37.388
flying_active,20190510 22:35:17.580,20190510 22:35:34.362
flying_active,20190510 22:36:41.537,20190510 22:37:12.831
flying_active,20190510 22:37:24.363,20190510 22:37:37.336
flying_active,20190510 22:43:46.520,20190510 22:43:52.988
unknown,20190510 22:46:16.785,20190510 22:46:27.349
flying_active,20190510 22:46:27.376,20190510 22:46:45.656
flying_active,20190510 22:46:04.527,20190510 22:46:16.760
flying_active,20190510 22:48:22.538,20190510 22:48:59.609
flying_active,20190510 22:49:02.116,20190510 22:49:09.301
unknown,20190510 22:48:59.634,20190510 22:49:02.105
unknown,20190510 22:55:33.913,20190510 22:55:35.564
flying_active,20190510 22:55:35.593,20190510 22:55:57.350
flying_active,20190510 22:55:19.008,20190510 22:55:33.881
unknown,20190510 22:57:14.202,20190510 22:57:18.489
flying_active,20190510 22:57:11.556,20190510 22:57:14.192
flying_active,20190510 22:57:18.505,20190510 22:57:38.687
flying_active,20190510 22:57:50.837,20190510 22:58:07.329
flying_active,20190510 23:01:58.548,20190510 23:02:11.216
flying_passive,20190510 23:01:53.723,20190510 23:01:58.535
flying_passive,20190510 23:02:11.232,20190510 23:02:17.797
flying_active,20190510 23:02:17.811,20190510 23:02:22.915
flying_passive,20190510 23:02:22.925,20190510 23:02:29.019
flying_active,20190510 23:02:29.031,20190510 23:02:41.386
flying_active,20190510 23:07:52.264,20190510 23:07:55.564
flying_passive,20190510 23:07:47.365,20190510 23:07:52.253
flying_passive,20190510 23:07:55.574,20190510 23:07:57.467
flying_active,20190510 23:07:57.471,20190510 23:07:59.368
flying_passive,20190510 23:13:13.514,20190510 23:13:13.939
unknown,20190510 23:22:31.455,20190510 23:22:34.060
flying_active,20190510 23:22:34.072,20190510 23:22:39.391
unknown,20190511 00:12:47.153,20190511 00:12:52.373
flying_active,20190510 06:26:04.536,20190510 06:26:08.299
flying_passive,20190510 06:26:08.304,20190510 06:26:09.278
flying_passive,20190510 06:26:43.809,20190510 06:26:45.639
ground_stationary,20190510 06:26:50.689,20190510 06:26:55.301
unknown,20190510 06:26:45.646,20190510 06:26:50.678
flying_active,20190510 06:41:17.476,20190510 06:41:22.021
stationary,20190510 06:41:04.534,20190510 06:41:17.453
stationary,20190510 06:41:22.044,20190510 06:41:42.126
flying_active,20190510 06:41:42.132,20190510 06:41:46.287
stationary,20190510 06:41:46.294,20190510 06:42:00.296
ground_stationary,20190510 07:26:04.547,20190510 07:26:14.141
unknown,20190510 22:12:04.582,20190510 22:12:13.665
ground_stationary,20190511 06:21:56.383,20190511 06:22:00.366
ground_active,20190511 06:21:41.288,20190511 06:21:56.360
unknown,20190511 21:48:15.825,20190511 21:48:18.037
unknown,20190511 21:48:31.900,20190511 21:48:33.856
unknown,20190511 21:48:44.816,20190511 21:48:46.096
unknown,20190511 21:48:49.124,20190511 21:48:51.092
flying_active,20190511 21:48:51.103,20190511 21:49:00.417
flying_active,20190511 21:48:46.111,20190511 21:48:49.112
flying_active,20190511 21:48:33.871,20190511 21:48:44.803
flying_active,20190511 21:48:18.049,20190511 21:48:31.892
flying_active,20190511 21:48:09.558,20190511 21:48:15.816
unknown,20190511 22:03:08.780,20190511 22:03:09.936
flying_active,20190511 22:03:04.534,20190511 22:03:08.776
flying_active,20190511 22:18:18.129,20190511 22:19:00.120
flying_passive,20190511 22:18:16.581,20190511 22:18:18.126
flying_active,20190511 23:03:22.873,20190511 23:04:00.551
unknown,20190511 06:23:23.511,20190511 06:23:31.986
unknown,20190511 07:11:11.533,20190511 07:11:13.142
flying_active,20190511 07:21:10.722,20190511 07:21:18.414
flying_active,20190511 07:21:20.384,20190511 07:21:26.098
flying_active,20190511 07:21:27.317,20190511 07:21:32.915
flying_active,20190511 07:21:35.184,20190511 07:21:45.017
flying_active,20190511 07:21:46.798,20190511 07:22:04.360
flying_passive,20190511 07:21:09.661,20190511 07:21:10.720
flying_passive,20190511 07:21:18.419,20190511 07:21:20.380
flying_passive,20190511 07:21:26.102,20190511 07:21:27.313
flying_passive,20190511 07:21:32.922,20190511 07:21:35.182
flying_passive,20190511 07:21:45.020,20190511 07:21:46.793
flying_passive,20190511 07:33:55.564,20190511 07:33:59.933
flying_active,20190511 07:34:23.386,20190511 07:34:47.894
flying_passive,20190511 07:34:21.715,20190511 07:34:23.365
flying_passive,20190511 07:34:47.910,20190511 07:34:51.254
flying_passive,20190511 07:36:31.662,20190511 07:36:36.456
flying_passive,20190511 07:36:48.427,20190511 07:36:50.161
flying_passive,20190511 07:36:53.549,20190511 07:36:54.544
flying_active,20190511 07:36:36.469,20190511 07:36:48.415
flying_active,20190511 07:36:50.164,20190511 07:36:53.546
flying_active,20190511 07:36:54.546,20190511 07:36:59.870
unknown,20190511 07:45:36.515,20190511 07:45:38.200
stationary,20190511 23:21:21.458,20190511 23:22:07.292
flying_passive,20190512 02:14:01.462,20190512 02:14:04.750
flying_active,20190512 02:14:04.753,20190512 02:14:05.771
flying_passive,20190512 02:14:05.774,20190512 02:14:06.388
flying_active,20190512 02:14:06.392,20190512 02:14:09.710
flying_passive,20190512 02:14:09.715,20190512 02:14:14.370
flying_active,20190512 02:14:14.374,20190512 02:14:32.938
flying_active,20190512 02:14:37.346,20190512 02:14:39.698
flying_passive,20190512 02:14:32.958,20190512 02:14:37.331
flying_passive,20190512 02:14:39.714,20190512 02:14:42.034
flying_active,20190512 02:14:42.050,20190512 02:14:44.860
flying_active,20190512 02:14:47.732,20190512 02:14:51.300
flying_passive,20190512 02:14:44.865,20190512 02:14:47.728
flying_active,20190512 04:25:49.822,20190512 04:26:37.303
flying_active,20190512 04:25:41.524,20190512 04:25:47.448
flying_active,20190512 04:29:49.180,20190512 04:30:27.713
unknown,20190512 04:30:27.722,20190512 04:30:28.355
unknown,20190512 04:44:51.352,20190512 04:44:59.310
flying_active,20190512 04:44:44.175,20190512 04:44:51.328
stationary,20190512 04:44:03.592,20190512 04:44:33.862
stationary,20190512 04:49:53.387,20190512 04:50:45.156
unknown,20190512 05:32:10.732,20190512 05:32:13.633
unknown,20190512 05:32:31.976,20190512 05:32:48.318
flying_active,20190512 05:32:02.684,20190512 05:32:10.724
flying_active,20190512 05:32:13.647,20190512 05:32:31.971
stationary,20190512 05:32:31.976,20190512 05:32:48.318
flying_active,20190512 06:00:46.536,20190512 06:00:57.681
flying_passive,20190512 06:00:57.701,20190512 06:01:08.640
stationary,20190512 06:01:17.912,20190512 06:01:42.362
unknown,20190511 06:39:29.588,20190511 06:39:31.250
flying_active,20190511 06:42:14.467,20190511 06:42:15.015
flying_active,20190512 00:01:45.516,20190512 00:01:57.826
flying_active,20190512 00:02:02.562,20190512 00:02:07.312
flying_passive,20190512 00:01:43.108,20190512 00:01:45.513
flying_passive,20190512 00:01:57.828,20190512 00:02:02.561
unknown,20190512 00:07:04.392,20190512 00:07:05.156
flying_active,20190512 00:07:05.196,20190512 00:07:06.359
unknown,20190512 00:08:49.336,20190512 00:08:50.885
flying_passive,20190512 00:09:09.835,20190512 00:09:13.171
flying_active,20190512 00:09:08.550,20190512 00:09:09.829
flying_passive,20190512 00:09:17.064,20190512 00:09:19.231
unknown,20190512 00:13:36.815,20190512 00:13:38.749
unknown,20190512 00:27:11.742,20190512 00:27:13.522
unknown,20190512 00:27:00.257,20190512 00:27:01.668
flying_active,20190512 00:27:01.679,20190512 00:27:11.734
flying_active,20190512 00:26:51.537,20190512 00:27:00.251
unknown,20190512 00:31:45.845,20190512 00:31:47.705
flying_passive,20190512 00:34:27.211,20190512 00:34:31.266
stationary,20190512 00:34:31.272,20190512 00:34:40.372
flying_active,20190512 00:37:47.513,20190512 00:37:48.784
flying_passive,20190512 00:37:48.788,20190512 00:37:50.746
unknown,20190512 00:37:58.359,20190512 00:37:59.395
stationary,20190512 00:37:59.396,20190512 00:38:17.949
stationary,20190512 00:38:25.654,20190512 00:38:27.734
unknown,20190512 00:38:17.953,20190512 00:38:25.648
unknown,20190512 00:38:35.107,20190512 00:38:37.873
stationary,20190512 00:38:37.876,20190512 00:38:43.291
flying_active,20190512 00:40:24.626,20190512 00:40:46.907
unknown,20190512 00:40:23.785,20190512 00:40:24.620
unknown,20190512 00:40:54.252,20190512 00:40:55.340
unknown,20190512 00:44:58.170,20190512 00:44:59.352
flying_active,20190512 00:44:49.459,20190512 00:44:58.163
unknown,20190512 00:44:29.803,20190512 00:44:30.783
flying_passive,20190512 00:44:30.790,20190512 00:44:32.975
unknown,20190512 00:44:32.978,20190512 00:44:34.481
flying_passive,20190512 01:23:55.515,20190512 01:23:56.361
flying_active,20190512 01:24:48.521,20190512 01:24:51.251
flying_passive,20190512 01:24:46.109,20190512 01:24:48.518
flying_passive,20190512 07:04:03.510,20190512 07:04:06.603
unknown,20190512 07:04:10.624,20190512 07:04:13.880
unknown,20190512 07:04:56.631,20190512 07:04:58.364
bathing_poss,20190512 20:49:20.926,20190512 20:49:26.293
bathing_poss,20190512 20:49:28.979,20190512 20:49:54.362
stationary,20190512 20:49:26.303,20190512 20:49:28.959
stationary,20190512 20:49:17.346,20190512 20:49:20.916
flying_active,20190512 21:01:15.747,20190512 21:01:23.254
unknown,20190512 21:00:27.524,20190512 21:00:30.021
flying_passive,20190512 21:01:14.418,20190512 21:01:15.742
ground_active,20190513 01:08:36.238,20190513 01:08:42.370
unknown,20190513 04:34:56.722,20190513 04:34:58.494
flying_passive,20190513 04:34:52.514,20190513 04:34:56.711
stationary,20190513 04:39:20.811,20190513 04:39:29.461
unknown,20190513 04:39:29.482,20190513 04:39:52.346
flying_active,20190513 05:21:46.096,20190513 05:22:01.021
flying_active,20190513 05:22:03.576,20190513 05:22:08.548
flying_active,20190513 05:22:11.764,20190513 05:22:17.928
flying_active,20190513 05:22:20.412,20190513 05:22:26.029
flying_active,20190513 05:22:27.242,20190513 05:22:33.225
flying_active,20190513 05:22:35.940,20190513 05:22:39.373
flying_passive,20190513 05:21:44.622,20190513 05:21:46.093
