event_type,start,end
flying_active,20180526 06:32:40.352,20180526 06:32:44.104
flying_active,20180526 06:32:44.876,20180526 06:32:54.978
flying_passive,20180526 06:33:12.362,20180526 06:33:12.980
flying_active,20180526 06:33:12.984,20180526 06:33:25.377
flying_active,20180526 06:38:29.324,20180526 06:38:31.697
flying_active,20180526 06:38:17.048,20180526 06:38:27.669
flying_active,20180526 06:38:06.960,20180526 06:38:13.264
flying_passive,20180526 06:38:13.269,20180526 06:38:17.042
flying_passive,20180526 06:38:31.702,20180526 06:38:34.385
flying_passive,20180526 06:38:27.674,20180526 06:38:29.319
flying_passive,20180526 06:38:05.516,20180526 06:38:06.955
flying_active,20180526 06:39:30.015,20180526 06:39:37.838
flying_passive,20180526 06:39:29.504,20180526 06:39:30.014
flying_passive,20180526 06:39:37.840,20180526 06:39:41.995
unknown,20180526 06:39:41.996,20180526 06:39:55.379
stationary,20180526 06:39:55.382,20180526 06:39:57.154
flying_passive,20180526 06:40:04.348,20180526 06:40:08.010
stationary,20180526 06:40:08.017,20180526 06:40:24.126
unknown,20180526 06:40:24.137,20180526 06:40:26.381
stationary,20180526 06:41:48.774,20180526 06:41:53.592
stationary,20180526 06:41:55.919,20180526 06:42:02.126
unknown,20180526 06:41:53.599,20180526 06:41:55.914
bathing,20180526 06:42:02.130,20180526 06:42:07.588
unknown,20180526 06:42:17.203,20180526 06:42:18.163
flying_active,20180526 06:42:09.368,20180526 06:42:17.196
flying_passive,20180526 06:42:24.895,20180526 06:42:29.336
unknown,20180526 06:42:07.593,20180526 06:42:09.363
bathing,20180526 06:43:59.710,20180526 06:44:01.923
stationary,20180526 06:44:01.928,20180526 06:44:03.828
bathing,20180526 06:44:12.511,20180526 06:44:16.826
stationary,20180526 06:44:11.277,20180526 06:44:12.506
stationary,20180526 06:44:36.491,20180526 06:44:37.305
bathing,20180526 06:45:37.239,20180526 06:45:40.777
unknown,20180526 06:45:22.696,20180526 06:45:25.281
unknown,20180526 06:45:31.641,20180526 06:45:34.160
bathing,20180526 06:45:28.723,20180526 06:45:31.632
stationary,20180526 06:45:25.288,20180526 06:45:28.718
stationary,20180526 06:45:34.169,20180526 06:45:37.230
stationary,20180526 06:45:13.502,20180526 06:45:14.662
unknown,20180526 06:45:40.780,20180526 06:45:42.525
unknown,20180526 06:45:53.121,20180526 06:45:54.568
unknown,20180526 06:45:58.945,20180526 06:46:00.915
unknown,20180526 06:46:04.969,20180526 06:46:07.920
stationary,20180526 06:46:07.923,20180526 06:46:10.304
bathing,20180526 06:46:00.919,20180526 06:46:04.965
bathing,20180526 06:45:54.571,20180526 06:45:58.942
bathing,20180526 06:45:42.529,20180526 06:45:53.118
stationary,20180526 06:53:19.576,20180526 06:53:41.181
stationary,20180526 06:53:11.045,20180526 06:53:19.567
unknown,20180526 06:53:04.522,20180526 06:53:05.797
flying_passive,20180526 06:53:05.809,20180526 06:53:11.023
flying_passive,20180526 06:56:44.644,20180526 06:56:45.310
flying_active,20180527 05:35:27.365,20180527 05:35:29.304
flying_active,20180527 05:56:48.267,20180527 05:57:07.714
flying_active,20180527 05:56:26.526,20180527 05:56:31.427
unknown,20180527 05:56:31.433,20180527 05:56:33.192
unknown,20180527 05:56:46.120,20180527 05:56:48.263
unknown,20180527 05:57:07.721,20180527 05:57:09.751
flying_passive,20180527 05:57:09.755,20180527 05:57:11.425
unknown,20180527 05:57:11.427,20180527 05:57:12.794
stationary,20180527 05:57:12.796,20180527 05:57:23.303
stationary,20180527 07:11:45.666,20180527 07:12:30.363
flying_passive,20180528 06:27:49.200,20180528 06:27:51.106
stationary,20180528 06:27:52.936,20180528 06:27:54.374
unknown,20180528 06:27:51.112,20180528 06:27:52.927
flying_active,20180528 06:27:54.379,20180528 06:28:01.156
flying_active,20180529 04:00:50.506,20180529 04:00:50.987
unknown,20180529 04:01:04.365,20180529 04:01:04.831
unknown,20180529 04:04:22.567,20180529 04:04:27.957
unknown,20180529 04:18:16.507,20180529 04:18:17.717
flying_active,20180529 05:27:45.285,20180529 05:27:50.955
flying_passive,20180529 05:27:27.496,20180529 05:27:45.277
flying_passive,20180529 05:31:28.513,20180529 05:31:29.775
stationary,20180529 05:31:10.506,20180529 05:31:11.369
unknown,20180529 05:31:11.371,20180529 05:31:12.661
unknown,20180529 19:11:00.387,20180529 19:11:02.236
flying_active,20180529 19:10:19.999,20180529 19:11:00.381
flying_active,20180529 19:11:02.255,20180529 19:11:15.368
flying_active,20180529 19:27:06.509,20180529 19:27:28.757
flying_active,20180529 19:27:30.414,20180529 19:28:03.381
flying_active,20180529 19:30:04.534,20180529 19:30:54.647
flying_active,20180529 19:30:56.667,20180529 19:31:01.360
unknown,20180529 19:31:38.512,20180529 19:31:39.188
unknown,20180529 19:49:35.703,20180529 19:49:37.586
flying_active,20180529 19:49:37.593,20180529 19:49:55.045
flying_active,20180529 19:49:56.983,20180529 19:50:03.336
flying_passive,20180529 19:49:55.058,20180529 19:49:56.970
flying_active,20180529 19:54:05.313,20180529 19:54:17.370
flying_active,20180529 19:54:19.354,20180529 19:54:43.180
flying_active,20180529 19:54:44.242,20180529 19:54:54.358
unknown,20180529 19:54:43.191,20180529 19:54:44.225
unknown,20180529 19:54:17.382,20180529 19:54:19.344
flying_active,20180529 19:59:13.028,20180529 20:00:01.448
unknown,20180529 20:00:01.460,20180529 20:00:02.071
flying_active,20180529 20:00:02.083,20180529 20:00:04.362
unknown,20180529 20:11:03.300,20180529 20:11:04.116
flying_active,20180529 20:11:01.464,20180529 20:11:03.292
unknown,20180529 20:10:44.527,20180529 20:11:01.457
stationary,20180529 05:46:24.516,20180529 05:46:25.317
flying_passive,20180529 05:51:02.927,20180529 05:51:03.807
flying_passive,20180529 05:51:11.556,20180529 05:51:13.354
flying_active,20180529 05:51:13.355,20180529 05:51:25.280
flying_active,20180529 05:51:05.766,20180529 05:51:11.554
flying_passive,20180529 05:51:04.798,20180529 05:51:05.763
flying_active,20180529 05:51:03.810,20180529 05:51:04.796
flying_passive,20180529 05:52:36.498,20180529 05:52:43.284
flying_active,20180529 05:52:43.291,20180529 05:52:45.877
flying_active,20180529 05:53:14.903,20180529 05:53:33.429
flying_passive,20180529 05:53:14.100,20180529 05:53:14.901
flying_active,20180529 06:06:09.958,20180529 06:06:13.120
flying_passive,20180529 06:06:05.552,20180529 06:06:09.954
flying_passive,20180529 06:11:16.963,20180529 06:11:27.385
flying_passive,20180529 06:11:28.728,20180529 06:11:30.023
flying_passive,20180529 06:11:32.643,20180529 06:11:41.923
flying_active,20180529 06:11:30.030,20180529 06:11:32.637
flying_active,20180529 06:11:12.377,20180529 06:11:15.787
unknown,20180529 06:11:15.795,20180529 06:11:16.957
flying_active,20180529 06:11:00.512,20180529 06:11:01.164
flying_active,20180529 06:11:27.391,20180529 06:11:28.721
flying_passive,20180529 06:31:50.515,20180529 06:31:52.729
flying_active,20180529 06:31:52.734,20180529 06:31:53.910
flying_active,20180529 06:32:57.505,20180529 06:32:58.147
flying_active,20180529 06:34:27.509,20180529 06:34:28.187
flying_passive,20180529 06:34:40.719,20180529 06:34:41.392
flying_active,20180529 06:34:41.397,20180529 06:34:43.157
flying_active,20180529 06:34:54.228,20180529 06:34:56.268
flying_active,20180529 06:35:12.519,20180529 06:35:14.140
flying_passive,20180529 06:34:56.273,20180529 06:35:12.516
flying_passive,20180529 06:35:14.146,20180529 06:35:24.359
flying_active,20180529 06:38:28.413,20180529 06:38:29.368
unknown,20180529 06:41:59.373,20180529 06:42:01.323
unknown,20180529 06:46:26.046,20180529 06:46:29.821
flying_passive,20180529 06:46:06.165,20180529 06:46:12.626
flying_active,20180529 06:46:03.844,20180529 06:46:06.152
flying_passive,20180529 06:46:23.091,20180529 06:46:24.115
flying_active,20180529 06:46:24.119,20180529 06:46:26.041
unknown,20180529 06:47:32.091,20180529 06:47:33.797
flying_active,20180529 06:57:14.067,20180529 06:57:16.629
flying_passive,20180529 06:57:12.914,20180529 06:57:14.065
flying_passive,20180529 06:57:46.774,20180529 06:57:49.117
flying_active,20180529 06:57:44.947,20180529 06:57:46.770
flying_active,20180529 06:57:49.120,20180529 06:57:51.364
unknown,20180529 06:59:18.622,20180529 06:59:21.983
flying_active,20180529 06:59:00.258,20180529 06:59:01.597
flying_passive,20180529 06:58:59.504,20180529 06:59:00.256
flying_passive,20180529 06:59:01.599,20180529 06:59:11.929
flying_active,20180529 06:59:11.930,20180529 06:59:12.875
flying_passive,20180529 06:59:12.876,20180529 06:59:18.621
flying_active,20180529 07:02:46.253,20180529 07:02:47.781
flying_passive,20180529 07:02:41.871,20180529 07:02:46.242
unknown,20180529 07:02:40.790,20180529 07:02:41.860
flying_passive,20180529 07:02:38.891,20180529 07:02:40.778
flying_active,20180529 07:02:37.451,20180529 07:02:38.880
flying_passive,20180529 07:02:29.528,20180529 07:02:37.440
unknown,20180529 07:03:58.636,20180529 07:03:59.854
flying_passive,20180529 07:03:59.857,20180529 07:04:01.450
flying_passive,20180529 07:07:07.394,20180529 07:07:12.940
flying_active,20180529 07:07:18.822,20180529 07:07:21.380
flying_active,20180529 07:07:15.996,20180529 07:07:17.351
flying_active,20180529 07:07:12.943,20180529 07:07:13.951
flying_passive,20180529 07:07:03.709,20180529 07:07:06.263
flying_passive,20180529 07:07:38.791,20180529 07:07:43.257
flying_active,20180529 07:07:43.260,20180529 07:07:45.511
flying_active,20180529 07:07:01.082,20180529 07:07:03.707
flying_active,20180529 07:07:06.266,20180529 07:07:07.391
flying_passive,20180529 07:07:00.510,20180529 07:07:01.080
flying_passive,20180529 07:07:13.954,20180529 07:07:15.993
flying_passive,20180529 07:07:17.353,20180529 07:07:18.819
flying_active,20180529 07:07:50.892,20180529 07:07:51.787
flying_passive,20180529 07:07:45.514,20180529 07:07:50.889
flying_active,20180529 07:36:15.748,20180529 07:36:20.531
ground_stationary,20180529 07:36:08.514,20180529 07:36:15.741
unknown,20180529 07:36:20.536,20180529 07:36:21.488
flying_passive,20180529 07:36:38.685,20180529 07:36:39.921
flying_active,20180529 07:36:39.927,20180529 07:36:42.725
ground_active,20180529 07:42:02.298,20180529 07:42:04.962
ground_stationary,20180529 07:41:53.535,20180529 07:42:02.292
ground_active,20180529 07:48:43.525,20180529 07:48:44.471
ground_active,20180529 07:48:48.545,20180529 07:48:52.561
ground_stationary,20180529 07:48:44.478,20180529 07:48:48.536
ground_stationary,20180529 07:48:52.566,20180529 07:48:53.601
unknown,20180529 07:55:59.545,20180529 07:56:03.392
flying_active,20180529 08:17:12.508,20180529 08:17:22.760
flying_active,20180529 08:18:01.824,20180529 08:18:10.299
flying_passive,20180529 08:17:22.766,20180529 08:17:23.928
unknown,20180529 08:17:59.743,20180529 08:18:01.818
flying_active,20180529 08:19:30.485,20180529 08:19:48.026
flying_active,20180529 08:19:49.894,20180529 08:19:59.831
flying_passive,20180529 08:19:48.030,20180529 08:19:49.890
flying_passive,20180529 08:19:29.228,20180529 08:19:30.481
flying_active,20180529 08:22:01.160,20180529 08:22:13.436
flying_active,20180529 08:21:41.513,20180529 08:21:59.880
unknown,20180529 08:21:59.884,20180529 08:22:01.157
unknown,20180529 08:22:13.439,20180529 08:22:14.418
flying_passive,20180529 08:24:34.859,20180529 08:24:39.069
flying_passive,20180529 08:24:40.019,20180529 08:24:46.447
flying_passive,20180529 08:24:49.140,20180529 08:24:54.272
flying_passive,20180529 08:24:56.332,20180529 08:25:00.180
flying_active,20180529 08:24:33.999,20180529 08:24:34.856
flying_active,20180529 08:24:39.075,20180529 08:24:40.012
flying_active,20180529 08:24:46.454,20180529 08:24:49.134
flying_active,20180529 08:24:54.278,20180529 08:24:56.326
unknown,20180529 08:25:00.186,20180529 08:25:03.364
flying_active,20180529 08:37:45.628,20180529 08:37:47.874
flying_active,20180529 08:37:34.094,20180529 08:37:35.485
flying_active,20180529 08:37:43.074,20180529 08:37:44.353
flying_passive,20180529 08:37:47.875,20180529 08:37:56.563
flying_passive,20180529 08:37:44.354,20180529 08:37:45.627
flying_passive,20180529 08:37:38.845,20180529 08:37:43.072
flying_passive,20180529 08:37:35.487,20180529 08:37:38.144
flying_passive,20180529 08:37:28.509,20180529 08:37:34.091
flying_active,20180529 08:37:38.146,20180529 08:37:38.843
unknown,20180529 08:43:59.405,20180529 08:44:03.308
ground_stationary,20180529 08:44:03.309,20180529 08:44:19.368
flying_active,20180529 08:43:21.502,20180529 08:43:22.653
flying_passive,20180529 08:43:22.655,20180529 08:43:26.639
flying_active,20180529 08:51:01.192,20180529 08:51:08.373
unknown,20180529 08:50:59.774,20180529 08:51:01.191
unknown,20180529 08:50:52.281,20180529 08:50:52.941
flying_active,20180529 08:50:52.943,20180529 08:50:59.773
unknown,20180529 08:52:00.082,20180529 08:52:02.440
flying_active,20180529 08:51:55.518,20180529 08:51:56.310
flying_passive,20180529 08:51:53.503,20180529 08:51:55.515
unknown,20180529 08:52:21.246,20180529 08:52:23.089
flying_active,20180529 08:52:18.643,20180529 08:52:21.244
flying_passive,20180529 08:52:17.906,20180529 08:52:18.642
flying_passive,20180529 06:26:28.504,20180529 06:26:28.935
flying_active,20180529 06:26:28.936,20180529 06:26:32.364
flying_passive,20180529 06:26:34.696,20180529 06:26:42.745
flying_active,20180529 06:26:33.092,20180529 06:26:34.695
flying_active,20180529 06:27:17.022,20180529 06:27:24.599
unknown,20180529 06:27:16.166,20180529 06:27:17.020
unknown,20180529 06:27:24.600,20180529 06:27:25.368
flying_active,20180529 06:33:54.504,20180529 06:33:56.820
flying_passive,20180529 06:34:18.935,20180529 06:34:21.009
foraging_poss,20180529 06:34:39.215,20180529 06:34:45.350
stationary,20180529 06:34:28.192,20180529 06:34:39.208
unknown,20180529 06:34:45.359,20180529 06:34:51.305
flying_active,20180529 06:38:44.766,20180529 06:38:54.613
flying_active,20180529 06:38:56.003,20180529 06:39:06.350
unknown,20180529 06:38:54.662,20180529 06:38:55.960
unknown,20180529 06:38:43.488,20180529 06:38:44.734
stationary,20180529 06:38:12.504,20180529 06:38:18.570
flying_active,20180529 06:38:18.579,20180529 06:38:19.309
foraging_poss,20180529 06:38:19.315,20180529 06:38:20.786
flying_active,20180529 06:38:24.389,20180529 06:38:25.223
foraging_poss,20180529 06:38:25.226,20180529 06:38:26.802
unknown,20180529 06:38:20.797,20180529 06:38:24.382
stationary,20180529 06:38:26.805,20180529 06:38:33.742
foraging_poss,20180529 06:38:33.743,20180529 06:38:35.769
stationary,20180529 06:38:35.771,20180529 06:38:40.926
flying_passive,20180529 08:27:21.044,20180529 08:27:23.457
flying_passive,20180529 08:27:18.521,20180529 08:27:19.771
flying_active,20180529 08:27:17.501,20180529 08:27:18.520
flying_active,20180529 08:27:19.772,20180529 08:27:21.043
flying_active,20180529 08:27:35.569,20180529 08:27:36.935
flying_passive,20180529 08:27:34.526,20180529 08:27:35.568
flying_active,20180529 08:45:04.198,20180529 08:45:06.639
flying_passive,20180529 08:45:02.968,20180529 08:45:04.196
flying_active,20180529 08:45:02.504,20180529 08:45:02.967
flying_active,20180601 19:05:07.763,20180601 19:05:42.377
unknown,20180601 19:05:06.255,20180601 19:05:07.761
flying_active,20180601 19:07:44.789,20180601 19:07:58.367
unknown,20180601 19:07:41.367,20180601 19:07:44.786
flying_active,20180601 19:10:10.188,20180601 19:10:19.090
unknown,20180601 19:09:53.516,20180601 19:10:10.178
unknown,20180601 19:10:19.094,20180601 19:10:20.896
flying_active,20180601 19:15:30.006,20180601 19:15:46.306
unknown,20180601 19:15:28.695,20180601 19:15:29.998
flying_active,20180601 19:27:24.379,20180601 19:27:36.943
flying_active,20180601 19:27:37.893,20180601 19:27:59.302
unknown,20180601 19:27:36.945,20180601 19:27:37.889
unknown,20180601 19:31:38.510,20180601 19:31:40.409
unknown,20180529 19:06:02.922,20180529 19:06:07.576
ground_stationary,20180529 19:06:07.648,20180529 19:06:16.576
flying_active,20180529 19:05:32.688,20180529 19:05:34.234
unknown,20180529 19:05:22.562,20180529 19:05:23.969
flying_active,20180529 19:05:19.890,20180529 19:05:22.141
unknown,20180601 08:57:03.962,20180601 08:57:05.578
unknown,20180601 08:57:21.000,20180601 08:57:23.199
ground_stationary,20180601 08:57:23.217,20180601 08:57:45.408
ground_stationary,20180601 08:57:05.603,20180601 08:57:20.988
stationary,20180601 19:19:55.297,20180601 19:20:36.365
unknown,20180601 20:11:23.507,20180601 20:11:28.232
flying_active,20180602 00:59:32.923,20180602 00:59:35.519
flying_active,20180602 00:59:29.554,20180602 00:59:31.600
flying_passive,20180602 00:59:31.604,20180602 00:59:32.919
flying_passive,20180602 00:59:35.522,20180602 00:59:36.053
flying_passive,20180602 00:59:52.032,20180602 00:59:55.770
flying_active,20180602 00:59:55.773,20180602 00:59:58.196
flying_passive,20180602 00:59:58.197,20180602 00:59:59.781
unknown,20180602 01:00:01.651,20180602 01:00:02.006
flying_active,20180602 00:59:59.784,20180602 01:00:01.649
flying_active,20180602 01:00:02.008,20180602 01:00:09.913
unknown,20180602 01:00:09.914,20180602 01:00:26.370
flying_passive,20180602 02:11:09.053,20180602 02:11:09.661
flying_active,20180602 02:11:09.665,20180602 02:11:13.456
flying_passive,20180602 02:11:13.460,20180602 02:11:14.917
flying_active,20180602 02:11:14.918,20180602 02:11:16.479
flying_passive,20180602 02:11:16.481,20180602 02:11:18.245
flying_active,20180602 02:11:18.247,20180602 02:11:19.432
flying_active,20180602 02:11:22.906,20180602 02:11:24.014
flying_passive,20180602 02:11:19.454,20180602 02:11:22.898
flying_passive,20180602 02:11:24.020,20180602 02:11:25.691
flying_active,20180602 02:11:25.696,20180602 02:11:27.377
flying_active,20180602 02:12:16.278,20180602 02:12:35.170
flying_active,20180602 02:11:58.896,20180602 02:12:14.283
flying_active,20180602 02:11:52.891,20180602 02:11:56.128
flying_active,20180602 02:11:46.509,20180602 02:11:48.592
flying_active,20180602 02:12:36.588,20180602 02:12:43.336
flying_passive,20180602 02:11:51.062,20180602 02:11:52.889
flying_passive,20180602 02:11:48.596,20180602 02:11:49.718
flying_active,20180602 02:11:49.721,20180602 02:11:51.061
flying_passive,20180602 02:12:14.295,20180602 02:12:16.266
flying_passive,20180602 02:12:35.180,20180602 02:12:36.578
flying_active,20180602 02:13:11.098,20180602 02:13:16.785
flying_active,20180602 02:13:18.993,20180602 02:13:22.612
flying_passive,20180602 02:13:22.614,20180602 02:13:24.043
flying_passive,20180602 02:13:16.788,20180602 02:13:18.991
flying_passive,20180602 02:13:10.506,20180602 02:13:11.095
flying_active,20180602 02:16:25.907,20180602 02:16:36.796
flying_active,20180602 02:15:51.507,20180602 02:16:09.977
unknown,20180602 02:16:09.979,20180602 02:16:25.904
unknown,20180602 02:16:36.801,20180602 02:16:39.242
unknown,20180602 02:16:43.797,20180602 02:16:48.377
flying_active,20180602 02:23:42.078,20180602 02:23:48.432
flying_active,20180602 02:23:55.256,20180602 02:23:57.372
unknown,20180602 02:23:48.461,20180602 02:23:55.231
flying_active,20180602 02:26:19.554,20180602 02:26:28.162
flying_active,20180602 02:26:32.249,20180602 02:26:35.235
unknown,20180602 02:26:28.174,20180602 02:26:32.242
unknown,20180602 02:26:35.241,20180602 02:26:39.042
flying_active,20180602 02:47:08.445,20180602 02:47:19.947
flying_active,20180602 02:46:53.111,20180602 02:46:57.876
flying_active,20180602 02:47:00.681,20180602 02:47:02.871
flying_active,20180602 02:47:04.914,20180602 02:47:06.117
flying_active,20180602 02:47:23.990,20180602 02:47:33.293
flying_passive,20180602 02:47:19.952,20180602 02:47:23.985
flying_passive,20180602 02:47:06.122,20180602 02:47:08.441
flying_passive,20180602 02:46:57.883,20180602 02:47:00.673
flying_passive,20180602 02:46:49.002,20180602 02:46:53.103
flying_passive,20180602 02:47:02.874,20180602 02:47:04.909
flying_active,20180602 02:48:36.539,20180602 02:48:45.248
flying_passive,20180602 02:48:45.259,20180602 02:48:47.040
flying_passive,20180602 02:48:50.010,20180602 02:48:55.552
flying_active,20180602 02:48:47.048,20180602 02:48:50.005
flying_active,20180602 02:48:55.561,20180602 02:48:57.377
flying_active,20180602 02:55:19.552,20180602 02:55:24.488
flying_passive,20180602 02:55:24.509,20180602 02:55:31.834
unknown,20180602 04:45:04.285,20180602 04:45:10.288
stationary,20180602 04:44:34.965,20180602 04:45:04.264
stationary,20180602 04:45:10.296,20180602 04:45:25.406
unknown,20180602 07:37:55.133,20180602 07:37:58.358
unknown,20180602 07:37:01.520,20180602 07:37:03.183
flying_passive,20180531 00:51:42.900,20180531 00:51:46.331
unknown,20180531 00:51:46.342,20180531 00:51:49.783
stationary,20180531 00:51:49.794,20180531 00:51:54.518
unknown,20180531 00:51:54.526,20180531 00:51:56.963
stationary,20180531 00:51:56.984,20180531 00:52:06.442
unknown,20180531 00:52:06.452,20180531 00:52:09.307
stationary,20180531 00:52:09.312,20180531 00:52:11.825
unknown,20180531 00:52:11.828,20180531 00:52:12.066
unknown,20180531 00:52:12.879,20180531 00:52:13.045
stationary,20180531 00:52:12.070,20180531 00:52:12.875
stationary,20180531 00:52:13.048,20180531 00:52:19.307
unknown,20180531 00:52:19.310,20180531 00:52:21.665
stationary,20180531 00:52:21.667,20180531 00:52:24.368
unknown,20180531 00:56:13.555,20180531 00:56:17.351
unknown,20180531 01:29:05.514,20180531 01:29:10.510
unknown,20180531 03:15:32.161,20180531 03:15:33.085
flying_passive,20180531 03:20:12.521,20180531 03:20:17.405
unknown,20180531 03:20:30.849,20180531 03:20:33.517
flying_passive,20180531 03:20:43.192,20180531 03:20:45.089
flying_active,20180531 03:20:33.527,20180531 03:20:43.183
flying_active,20180531 03:20:45.098,20180531 03:20:47.634
